epoch,loss,lr,mean_io_u,precision,recall,val_loss,val_mean_io_u,val_precision,val_recall
0,0.38478800654411316,1e-04,0.3724291920661926,0.688728928565979,0.613806962966919,0.5661688446998596,0.3714059591293335,0.6656230092048645,0.31736359000205994
1,0.29024019837379456,1e-04,0.3724291920661926,0.7722054719924927,0.7316578030586243,0.2920277714729309,0.3714059889316559,0.7522475719451904,0.7804746627807617
2,0.2600453197956085,1e-04,0.3724292814731598,0.7978654503822327,0.765349805355072,0.24867211282253265,0.3714059889316559,0.8250672221183777,0.7617495059967041
